gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score
ACTR2	10097	NA	2.0950e-01	5.8480e+00
ACTR2	ENSG00000138071	chr2	2.0950e-01	5.8480e+00
ACTR3	10096	NA	3.4236e-01	4.3424e+00
ACTR3	ENSG00000115091	chr2	3.4236e-01	4.3424e+00
ACTR3B	57180	NA	2.4460e-01	5.5764e+00
ACTR3B	ENSG00000133627	chr7	2.4460e-01	5.5764e+00
ACTR3C	653857	NA	1.0135e+00	1.7973e+00
ACTR3C	ENSG00000106526	chr7	1.0135e+00	1.7973e+00
ACTR5	79913	NA	9.0664e-01	-2.4036e-01
ACTR5	ENSG00000101442	chr20	9.0664e-01	-2.4036e-01
ACTR6	64431	NA	1.2046e+00	2.5194e+00
ACTR6	ENSG00000075089	chr12	1.2046e+00	2.5194e+00
ACTR8	93973	NA	1.0130e+00	1.5842e+00
ACTR8	ENSG00000113812	chr3	1.0130e+00	1.5842e+00
ACTRT1	139741	NA	3.2791e+00	-1.0621e+00
ACTRT1	ENSG00000123165	chrX	3.2791e+00	-1.0621e+00
ACTRT2	140625	NA	3.8139e+00	1.8929e-01
ACTRT2	ENSG00000169717	chr1	3.8139e+00	1.8929e-01
ACTRT3	84517	NA	1.3109e+00	1.9064e-01
ACTRT3	ENSG00000184378	chr3	1.3109e+00	1.9064e-01
ACVR1	90	NA	8.7249e-01	2.9583e+00
ACVR1	ENSG00000115170	chr2	8.7249e-01	2.9583e+00
ACVR1B	91	NA	4.1560e-01	5.1258e+00
ACVR1B	ENSG00000135503	chr12	4.1560e-01	5.1258e+00
ACVR1C	130399	NA	5.6310e-01	2.2120e+00
ACVR1C	ENSG00000123612	chr2	5.6310e-01	2.2120e+00
ACVR2A	92	NA	2.1410e-01	5.1261e+00
ACVR2A	ENSG00000121989	chr2	2.1410e-01	5.1261e+00
ACVR2B	93	NA	4.1030e-01	3.2758e+00
ACVR2B	ENSG00000114739	chr3	4.1030e-01	3.2758e+00
ACVRL1	94	NA	5.6008e-01	3.6119e+00
ACVRL1	ENSG00000139567	chr12	5.6008e-01	3.6119e+00
ACY1	95	NA	9.3406e-01	1.0442e+00
ACY1	ENSG00000243989	chr3	9.3406e-01	1.0442e+00
ACY3	91703	NA	1.1802e+00	7.7744e-02
ACY3	ENSG00000132744	chr11	1.1802e+00	7.7744e-02
ACYP1	97	NA	1.3848e+00	9.5610e-01
ACYP1	ENSG00000119640	chr14	1.3848e+00	9.5610e-01
ACYP2	98	NA	1.7432e+00	-1.3544e+00
ACYP2	ENSG00000170634	chr2	1.7432e+00	-1.3544e+00
ADA	100	NA	1.1778e+00	5.3946e-01
ADA	ENSG00000196839	chr20	1.1778e+00	5.3946e-01
ADA2	51816	NA	8.9385e-01	1.3054e-01
ADA2	ENSG00000093072	chr22	8.9385e-01	1.3054e-01
ADAD1	132612	NA	8.8109e-01	1.0578e+00
ADAD1	ENSG00000164113	chr4	8.8109e-01	1.0578e+00
ADAD2	161931	NA	1.3643e+00	-4.5450e+00
ADAD2	ENSG00000140955	chr16	1.3643e+00	-4.5450e+00
ADAL	161823	NA	1.1984e+00	8.3229e-01
ADAL	ENSG00000168803	chr15	1.1984e+00	8.3229e-01
ADAM10	102	NA	2.8286e-01	4.2922e+00
ADAM10	ENSG00000137845	chr15	2.8286e-01	4.2922e+00
ADAM11	4185	NA	5.2220e-01	3.5649e+00
ADAM11	ENSG00000073670	chr17	5.2220e-01	3.5649e+00
ADAM12	8038	NA	8.0297e-01	2.0168e+00
ADAM12	ENSG00000148848	chr10	8.0297e-01	2.0168e+00
ADAM15	8751	NA	8.1811e-01	2.0017e+00
ADAM15	ENSG00000143537	chr1	8.1811e-01	2.0017e+00
ADAM17	6868	NA	5.2668e-01	3.1650e+00
ADAM17	ENSG00000151694	chr2	5.2668e-01	3.1650e+00
ADAM18	8749	NA	1.4457e+00	-8.0553e-01
ADAM18	ENSG00000168619	chr8	1.4457e+00	-8.0553e-01
ADAM19	8728	NA	6.9645e-01	1.7417e+00
ADAM19	ENSG00000135074	chr5	6.9645e-01	1.7417e+00
ADAM2	2515	NA	1.1998e+00	-9.9667e-01
ADAM2	ENSG00000104755	chr8	1.1998e+00	-9.9667e-01
ADAM20	8748	NA	NA	1.7527e-01
ADAM20	ENSG00000134007	chr14	NA	1.7527e-01
ADAM21	8747	NA	NA	2.8321e+00
ADAM21	ENSG00000139985	chr14	NA	2.8321e+00
ADAM22	53616	NA	5.3798e-01	2.6118e+00
ADAM22	ENSG00000008277	chr7	5.5271e-01	2.6125e+00
ADAM23	8745	NA	3.6752e-01	2.5728e+00
ADAM23	ENSG00000114948	chr2	3.6752e-01	2.5728e+00
ADAM28	10863	NA	1.2199e+00	-1.1456e+00
ADAM28	ENSG00000042980	chr8	1.2199e+00	-1.1456e+00
ADAM29	11086	NA	NA	4.4165e-01
ADAM29	ENSG00000168594	chr4	NA	4.4165e-01
ADAM30	11085	NA	NA	-8.5391e-03
ADAM30	ENSG00000134249	chr1	NA	-8.5391e-03
ADAM32	203102	NA	9.2358e-01	8.7628e-01
ADAM32	ENSG00000197140	chr8	9.2358e-01	8.7628e-01
ADAM33	80332	NA	1.1419e+00	-3.0076e-01
ADAM33	ENSG00000149451	chr20	1.1419e+00	-3.0076e-01
ADAM7	8756	NA	1.1159e+00	-1.1649e+00
ADAM7	ENSG00000069206	chr8	1.1159e+00	-1.1649e+00
ADAM8	101	NA	1.1956e+00	3.3844e-01
ADAM8	ENSG00000151651	chr10	1.1956e+00	3.3844e-01
ADAM9	8754	NA	6.2656e-01	2.2642e+00
ADAM9	ENSG00000168615	chr8	6.2656e-01	2.2642e+00
ADAMDEC1	ENSG00000134028	chr8	1.2691e+00	-5.3912e-01
ADAMTS1	9510	NA	3.1729e-01	2.2963e-01
ADAMTS1	ENSG00000154734	chr21	3.1729e-01	2.2963e-01
ADAMTS10	81794	NA	4.4927e-01	4.6803e+00
ADAMTS10	ENSG00000142303	chr19	4.4927e-01	4.6803e+00
ADAMTS12	81792	NA	8.1958e-01	7.9003e-01
ADAMTS12	ENSG00000151388	chr5	8.1958e-01	7.9003e-01
ADAMTS13	11093	NA	8.3120e-01	1.8110e+00
ADAMTS13	ENSG00000160323	chr9	8.3120e-01	1.8110e+00
ADAMTS14	140766	NA	9.1788e-01	1.0117e+00
ADAMTS14	ENSG00000138316	chr10	9.1788e-01	1.0117e+00
ADAMTS15	170689	NA	5.8692e-01	-6.2554e-02
ADAMTS15	ENSG00000166106	chr11	5.8692e-01	-6.2554e-02
ADAMTS16	170690	NA	7.6521e-01	6.9438e-02
ADAMTS16	ENSG00000145536	chr5	7.6521e-01	6.9438e-02
ADAMTS17	170691	NA	9.3393e-01	-1.5448e+00
ADAMTS17	ENSG00000140470	chr15	9.3393e-01	-1.5448e+00
ADAMTS18	170692	NA	1.0805e+00	-5.5095e+00
ADAMTS18	ENSG00000140873	chr16	1.0805e+00	-5.5095e+00
ADAMTS19	171019	NA	7.2080e-01	7.5899e-01
ADAMTS19	ENSG00000145808	chr5	7.2080e-01	7.5899e-01
ADAMTS2	9509	NA	5.1439e-01	2.1815e+00
ADAMTS2	ENSG00000087116	chr5	5.1439e-01	2.1815e+00
ADAMTS20	80070	NA	9.6630e-01	-5.4951e-01
ADAMTS20	ENSG00000173157	chr12	9.6630e-01	-5.4951e-01
ADAMTS3	9508	NA	6.8767e-01	6.3036e-01
ADAMTS3	ENSG00000156140	chr4	6.8767e-01	6.3036e-01
ADAMTS4	9507	NA	7.4665e-01	1.3103e+00
ADAMTS4	ENSG00000158859	chr1	7.4665e-01	1.3103e+00
ADAMTS5	11096	NA	8.3170e-01	4.3695e-01
ADAMTS5	ENSG00000154736	chr21	8.3170e-01	4.3695e-01
ADAMTS6	11174	NA	2.2588e-01	4.3703e+00
ADAMTS6	ENSG00000049192	chr5	2.2588e-01	4.3703e+00
ADAMTS7	11173	NA	6.1499e-01	3.3622e+00
ADAMTS7	ENSG00000136378	chr15	6.1499e-01	3.3622e+00
ADAMTS8	11095	NA	9.8291e-01	1.9830e-01
ADAMTS8	ENSG00000134917	chr11	9.8291e-01	1.9830e-01
ADAMTS9	56999	NA	4.8876e-01	9.9671e-01
ADAMTS9	ENSG00000163638	chr3	4.8876e-01	9.9671e-01
ADAMTSL1	92949	NA	7.2382e-01	-3.5853e+00
ADAMTSL1	ENSG00000178031	chr9	7.2382e-01	-3.5853e+00
ADAMTSL2	9719	NA	5.8829e-01	1.9990e+00
ADAMTSL2	ENSG00000197859	chr9	5.8829e-01	1.9990e+00
ADAMTSL3	57188	NA	7.3498e-01	1.2007e+00
ADAMTSL3	ENSG00000156218	chr15	7.3498e-01	1.2007e+00
ADAMTSL4	54507	NA	9.3490e-01	5.0857e-01
ADAMTSL4	ENSG00000143382	chr1	9.3490e-01	5.0857e-01
ADAMTSL5	339366	NA	1.2895e+00	-1.5388e+00
ADAMTSL5	ENSG00000185761	chr19	1.2895e+00	-1.5388e+00
ADAP1	11033	NA	7.6204e-01	-4.2500e-01
ADAP1	ENSG00000105963	chr7	7.6204e-01	-4.2500e-01
ADAP2	55803	NA	9.8961e-01	1.0006e+00
ADAP2	ENSG00000184060	chr17	9.8961e-01	1.0006e+00
ADAR	103	NA	4.6990e-01	3.2475e+00
ADAR	ENSG00000160710	chr1	4.6990e-01	3.2475e+00
ADARB1	104	NA	3.2370e-01	3.9218e+00
ADARB1	ENSG00000197381	chr21	3.2370e-01	3.9218e+00
ADARB2	105	NA	5.6138e-01	8.3727e-02
ADARB2	ENSG00000185736	chr10	5.6138e-01	8.3727e-02
ADAT1	23536	NA	1.2321e+00	-2.2882e+00
ADAT1	ENSG00000065457	chr16	1.2321e+00	-2.2882e+00
ADAT2	134637	NA	1.3940e+00	6.7636e-01
ADAT2	ENSG00000189007	chr6	1.3940e+00	6.7636e-01
ADAT3	113179	NA	1.7880e+00	-2.9181e+00
ADAT3	ENSG00000213638	chr19	1.7880e+00	-2.9181e+00
ADCK1	57143	NA	1.0173e+00	3.5261e-01
ADCK1	ENSG00000063761	chr14	1.0173e+00	3.5261e-01
ADCK2	90956	NA	9.3108e-01	1.5647e+00
ADCK2	ENSG00000133597	chr7	9.3108e-01	1.5647e+00
ADCK5	203054	NA	8.5375e-01	7.5607e-01
ADCK5	ENSG00000173137	chr8	8.5375e-01	7.5607e-01
ADCY1	107	NA	3.6435e-01	5.1492e+00
ADCY1	ENSG00000164742	chr7	3.6435e-01	5.1492e+00
ADCY10	55811	NA	9.7211e-01	1.8357e+00
ADCY10	ENSG00000143199	chr1	9.7211e-01	1.8357e+00
ADCY2	108	NA	3.3430e-01	5.8229e+00
ADCY2	ENSG00000078295	chr5	3.3430e-01	5.8229e+00
ADCY3	109	NA	7.1516e-01	3.2978e+00
ADCY3	ENSG00000138031	chr2	7.1516e-01	3.2978e+00
ADCY4	196883	NA	1.0358e+00	1.4558e+00
ADCY4	ENSG00000129467	chr14	1.0358e+00	1.4558e+00
ADCY5	111	NA	3.4007e-01	4.5670e+00
ADCY5	ENSG00000173175	chr3	3.4007e-01	4.5670e+00
ADCY6	ENSG00000174233	chr12	6.5664e-01	3.7752e+00
ADCY7	113	NA	7.2647e-01	2.8659e+00
ADCY7	ENSG00000121281	chr16	7.2647e-01	2.8659e+00
ADCY8	114	NA	5.3803e-01	2.3020e+00
ADCY8	ENSG00000155897	chr8	5.3803e-01	2.3020e+00
ADCY9	115	NA	6.2358e-01	1.3914e+00
ADCY9	ENSG00000162104	chr16	6.2358e-01	1.3914e+00
ADCYAP1	116	NA	6.4125e-01	-1.6180e+00
ADCYAP1	ENSG00000141433	chr18	6.4125e-01	-1.6180e+00
ADCYAP1R1	117	NA	8.3648e-01	1.9505e+00
ADCYAP1R1	ENSG00000078549	chr7	8.3648e-01	1.9505e+00
ADD1	118	NA	4.1933e-01	9.4817e-01
ADD1	ENSG00000087274	chr4	4.1933e-01	9.4817e-01
ADD2	119	NA	3.9243e-01	2.5935e+00
ADD2	ENSG00000075340	chr2	3.9243e-01	2.5935e+00
ADD3	120	NA	4.3525e-01	2.7061e-01
ADD3	ENSG00000148700	chr10	4.3525e-01	2.7061e-01
ADGB	79747	NA	9.2737e-01	-5.7885e-01
ADGB	ENSG00000118492	chr6	9.2737e-01	-5.7885e-01
ADGRA1	84435	NA	9.1110e-01	2.3476e-01
ADGRA1	ENSG00000197177	chr10	9.1110e-01	2.3476e-01
ADGRA2	25960	NA	7.6465e-01	1.4639e+00
ADGRA2	ENSG00000020181	chr8	7.6465e-01	1.4639e+00
ADGRA3	166647	NA	5.8378e-01	1.3973e+00
ADGRA3	ENSG00000152990	chr4	5.8378e-01	1.3973e+00
ADGRB1	575	NA	2.7055e-01	4.7084e+00
ADGRB1	ENSG00000181790	chr8	2.7055e-01	4.7084e+00
ADGRB2	576	NA	3.3541e-01	5.4501e+00
ADGRB2	ENSG00000121753	chr1	3.3541e-01	5.4501e+00
ADGRB3	577	NA	2.5165e-01	2.1387e+00
ADGRB3	ENSG00000135298	chr6	2.5165e-01	2.1387e+00
ADGRD1	283383	NA	8.2106e-01	1.3026e+00
ADGRD1	ENSG00000111452	chr12	8.2106e-01	1.3026e+00
ADGRD2	ENSG00000180264	chr9	1.9476e+00	-9.9214e+00
ADGRE1	2015	NA	9.5967e-01	6.9045e-01
ADGRE1	ENSG00000174837	chr19	9.5967e-01	6.9045e-01
ADGRE2	30817	NA	9.8839e-01	2.9382e+00
ADGRE2	ENSG00000127507	chr19	9.8839e-01	2.9382e+00
ADGRE3	84658	NA	1.3125e+00	9.4200e-01
ADGRE3	ENSG00000131355	chr19	1.3125e+00	9.4200e-01
ADGRE5	976	NA	8.7354e-01	1.7488e+00
ADGRE5	ENSG00000123146	chr19	8.7354e-01	1.7488e+00
ADGRF1	266977	NA	1.1676e+00	-1.1927e+00
ADGRF1	ENSG00000153292	chr6	1.1676e+00	-1.1927e+00
ADGRF2	222611	NA	1.3484e+00	-8.3369e-01
ADGRF3	ENSG00000173567	chr2	1.0919e+00	1.4645e+00
ADGRF4	221393	NA	1.3294e+00	-1.2792e+00
ADGRF4	ENSG00000153294	chr6	1.3294e+00	-1.2792e+00
ADGRF5	221395	NA	6.8691e-01	1.2105e+00
ADGRF5	ENSG00000069122	chr6	6.8691e-01	1.2105e+00
ADGRG1	9289	NA	9.0703e-01	1.1090e+00
ADGRG1	ENSG00000205336	chr16	9.0703e-01	1.1090e+00
ADGRG2	10149	NA	4.8704e-01	2.2249e+00
ADGRG2	ENSG00000173698	chrX	4.8704e-01	2.2249e+00
ADGRG3	222487	NA	9.3841e-01	6.5765e-01
ADGRG3	ENSG00000182885	chr16	9.3841e-01	6.5765e-01
ADGRG4	139378	NA	1.1232e+00	-2.0603e+00
ADGRG4	ENSG00000156920	chrX	1.1232e+00	-2.0603e+00
ADGRG5	221188	NA	9.1461e-01	1.0145e+00
ADGRG5	ENSG00000159618	chr16	9.1461e-01	1.0145e+00
ADGRG6	57211	NA	7.0731e-01	1.1092e+00
ADGRG6	ENSG00000112414	chr6	7.0731e-01	1.1092e+00
ADGRG7	84873	NA	1.1127e+00	1.1627e-01
ADGRG7	ENSG00000144820	chr3	1.1127e+00	1.1627e-01
ADGRL1	22859	NA	2.9981e-01	4.9877e+00
ADGRL1	ENSG00000072071	chr19	2.8102e-01	5.0546e+00
ADGRL2	ENSG00000117114	chr1	3.5947e-01	2.6257e+00
ADGRL3	23284	NA	4.9903e-01	2.1602e+00
ADGRL3	ENSG00000150471	chr4	4.9903e-01	2.1602e+00
ADGRL4	64123	NA	1.4345e+00	-9.9680e-01
ADGRL4	ENSG00000162618	chr1	1.4345e+00	-9.9680e-01
ADGRV1	84059	NA	6.5709e-01	1.4777e+00
ADGRV1	ENSG00000164199	chr5	6.5709e-01	1.4777e+00
ADH1A	124	NA	1.1235e+00	-8.5583e-02
ADH1A	ENSG00000187758	chr4	1.1235e+00	-8.5583e-02
ADH1B	125	NA	1.1435e+00	8.7491e-01
ADH1B	ENSG00000196616	chr4	1.1435e+00	8.7491e-01
ADH1C	126	NA	1.0314e+00	1.0356e+00
ADH1C	ENSG00000248144	chr4	1.0314e+00	1.0356e+00
ADH4	127	NA	1.1891e+00	-3.5197e-01
ADH4	ENSG00000198099	chr4	1.1891e+00	-3.5197e-01
ADH5	128	NA	1.0655e+00	2.1363e+00
ADH5	ENSG00000197894	chr4	1.0655e+00	2.1363e+00
ADH6	130	NA	1.2409e+00	1.4056e-01
ADH6	ENSG00000172955	chr4	1.2409e+00	1.4056e-01
ADH7	131	NA	1.5469e+00	-1.5643e+00
ADH7	ENSG00000196344	chr4	1.5469e+00	-1.5643e+00
ADHFE1	137872	NA	8.8902e-01	-1.7213e-01
ADHFE1	ENSG00000147576	chr8	8.8902e-01	-1.7213e-01
ADI1	55256	NA	1.6202e+00	2.6352e-01
ADI1	ENSG00000182551	chr2	1.6202e+00	2.6352e-01
ADIG	ENSG00000182035	chr20	1.8182e+00	9.0895e-01
ADIPOQ	9370	NA	1.7333e+00	-3.5735e-01
ADIPOQ	ENSG00000181092	chr3	1.7333e+00	-3.5735e-01
ADIPOR1	51094	NA	6.1584e-01	3.7456e+00
ADIPOR1	ENSG00000159346	chr1	6.1584e-01	3.7456e+00
ADIPOR2	79602	NA	6.5225e-01	3.8226e+00
ADIPOR2	ENSG00000006831	chr12	6.5225e-01	3.8226e+00
ADIRF	10974	NA	2.0146e+00	-3.4079e-01
ADIRF	ENSG00000148671	chr10	2.0146e+00	-3.4079e-01
ADK	132	NA	7.5574e-01	2.1524e+00
ADK	ENSG00000156110	chr10	7.5574e-01	2.1524e+00
ADM	133	NA	1.0156e+00	2.9150e-02
ADM	ENSG00000148926	chr11	1.0156e+00	2.9150e-02
ADM2	79924	NA	1.4877e+00	-7.2691e-01
ADM2	ENSG00000128165	chr22	1.4877e+00	-7.2691e-01
ADM5	199800	NA	1.6460e+00	3.9296e-01
ADM5	ENSG00000224420	chr19	1.6460e+00	3.9296e-01
ADNP	23394	NA	1.0777e-01	2.2719e+00
ADNP	ENSG00000101126	chr20	1.0777e-01	2.2719e+00
ADNP2	22850	NA	8.8261e-01	-2.2223e-02
ADNP2	ENSG00000101544	chr18	8.8261e-01	-2.2223e-02
ADO	84890	NA	9.4691e-01	6.6017e-01
ADO	ENSG00000181915	chr10	9.4691e-01	6.6017e-01
ADORA1	134	NA	5.9496e-01	2.7919e+00
ADORA1	ENSG00000163485	chr1	5.9496e-01	2.7919e+00
ADORA2A	135	NA	9.8849e-01	1.9363e+00
ADORA2A	ENSG00000128271	chr22	9.8849e-01	1.9363e+00
ADORA2B	136	NA	1.2855e+00	-3.7985e-01
ADORA2B	ENSG00000170425	chr17	1.2855e+00	-3.7985e-01
ADORA3	140	NA	1.3550e+00	9.9464e-01
ADORA3	ENSG00000282608	chr1	1.3550e+00	9.9464e-01
ADPGK	83440	NA	8.5055e-01	9.5295e-01
ADPGK	ENSG00000159322	chr15	8.5055e-01	9.5295e-01
ADPRH	141	NA	1.2928e+00	5.2086e-01
ADPRH	ENSG00000144843	chr3	1.2928e+00	5.2086e-01
ADPRHL1	113622	NA	NA	4.4141e+00
ADPRHL1	ENSG00000153531	chr13	1.2583e+00	4.0531e+00
ADPRM	56985	NA	9.3875e-01	1.5902e+00
ADPRM	ENSG00000170222	chr17	9.3875e-01	1.5902e+00
ADPRS	54936	NA	1.0881e+00	-2.6517e-02
ADPRS	ENSG00000116863	chr1	1.0881e+00	-2.6517e-02
ADRA1A	148	NA	1.4141e+00	-3.1184e-01
ADRA1A	ENSG00000120907	chr8	1.4141e+00	-3.1184e-01
ADRA1B	147	NA	1.4221e+00	6.5228e-01
ADRA1B	ENSG00000170214	chr5	1.4221e+00	6.5228e-01
ADRA1D	146	NA	1.6934e+00	1.0884e-02
ADRA1D	ENSG00000171873	chr20	1.6934e+00	1.0884e-02
ADRA2A	150	NA	1.9977e+00	6.9859e-01
ADRA2A	ENSG00000150594	chr10	1.9977e+00	6.9859e-01
ADRA2B	151	NA	1.5196e+00	-4.8327e-02
ADRA2B	ENSG00000274286	chr2	1.5196e+00	-4.8327e-02
ADRA2C	152	NA	1.1562e+00	1.4536e+00
ADRA2C	ENSG00000184160	chr4	1.1562e+00	1.4536e+00
ADRB1	153	NA	NA	1.1864e+00
ADRB1	ENSG00000043591	chr10	NA	1.1864e+00
ADRB2	154	NA	9.0836e-01	1.9002e+00
ADRB2	ENSG00000169252	chr5	9.0836e-01	1.9002e+00
ADRB3	155	NA	1.8516e+00	-3.6204e-01
ADRB3	ENSG00000188778	chr8	1.8516e+00	-3.6204e-01
ADRM1	11047	NA	1.5684e-01	1.5516e+00
ADRM1	ENSG00000130706	chr20	1.5684e-01	1.5516e+00
ADSL	158	NA	9.1030e-01	1.6417e+00
ADSL	ENSG00000239900	chr22	9.1030e-01	1.6417e+00
ADSS1	122622	NA	1.2035e+00	1.2604e-01
ADSS1	ENSG00000185100	chr14	1.2035e+00	1.2604e-01
ADSS2	159	NA	6.7847e-01	3.2922e+00
ADSS2	ENSG00000035687	chr1	6.7847e-01	3.2922e+00
ADTRP	84830	NA	1.0756e+00	6.1767e-01
ADTRP	ENSG00000111863	chr6	1.0756e+00	6.1767e-01
AEBP1	165	NA	7.2355e-01	1.2265e+00
AEBP1	ENSG00000106624	chr7	7.2355e-01	1.2265e+00
AEBP2	121536	NA	3.3393e-01	1.9184e+00
AEBP2	ENSG00000139154	chr12	3.3393e-01	1.9184e+00
AEN	64782	NA	1.7114e+00	-5.3233e-01
AEN	ENSG00000181026	chr15	1.7114e+00	-5.3233e-01
AFAP1	60312	NA	8.6012e-01	-1.8444e+00
AFAP1	ENSG00000196526	chr4	9.6795e-01	-1.9755e+00
AFAP1L1	134265	NA	9.3294e-01	1.4022e+00
AFAP1L1	ENSG00000157510	chr5	9.3294e-01	1.4022e+00
AFAP1L2	84632	NA	5.9240e-01	1.0065e+00
AFAP1L2	ENSG00000169129	chr10	5.9240e-01	1.0065e+00
AFDN	4301	NA	3.8416e-01	1.8152e+00
AFDN	ENSG00000130396	chr6	3.8416e-01	1.8152e+00
AFF1	4299	NA	5.0172e-01	-1.2447e-01
AFF1	ENSG00000172493	chr4	5.0172e-01	-1.2447e-01
AFF2	2334	NA	2.8444e-01	1.7939e+00
AFF2	ENSG00000155966	chrX	2.8444e-01	1.7939e+00
AFF3	3899	NA	3.3149e-01	2.3411e+00
AFF3	ENSG00000144218	chr2	3.3149e-01	2.3411e+00
AFF4	27125	NA	1.6568e-01	3.5494e+00
AFF4	ENSG00000072364	chr5	1.6568e-01	3.5494e+00
AFG1L	246269	NA	1.0709e+00	6.2314e-01
AFG1L	ENSG00000135537	chr6	1.0709e+00	6.2314e-01
AFG3L2	10939	NA	7.1657e-01	3.2569e+00
AFG3L2	ENSG00000141385	chr18	7.1657e-01	3.2569e+00
AFM	173	NA	1.4341e+00	-1.1300e+00
AFM	ENSG00000079557	chr4	1.4341e+00	-1.1300e+00
AFMID	ENSG00000183077	chr17	1.0723e+00	2.7078e-01
AFP	174	NA	9.9825e-01	2.3758e-01
AFP	ENSG00000081051	chr4	9.9825e-01	2.3758e-01
AFTPH	ENSG00000119844	chr2	1.8140e-01	1.0678e+00
AGA	175	NA	1.0433e+00	-1.9672e-01
AGA	ENSG00000038002	chr4	1.0433e+00	-1.9672e-01
AGAP1	116987	NA	3.7543e-01	2.0884e+00
AGAP1	ENSG00000157985	chr2	3.7543e-01	2.0884e+00
AGAP2	116986	NA	3.8758e-01	3.7243e+00
AGAP2	ENSG00000135439	chr12	3.8758e-01	3.7243e+00
AGAP3	116988	NA	3.4829e-01	4.5542e+00
AGAP3	ENSG00000133612	chr7	3.4829e-01	4.5542e+00
AGAP4	ENSG00000188234	chr10	3.4042e-01	1.0256e+01
AGAP5	729092	NA	5.2026e-01	8.5619e+00
AGAP5	ENSG00000172650	chr10	5.2026e-01	8.5619e+00
AGAP6	ENSG00000204149	chr10	6.1905e-01	5.6183e+00
AGAP9	642517	NA	5.8581e-01	7.4885e+00
AGAP9	ENSG00000204172	chr10	5.8581e-01	7.4885e+00
AGBL1	123624	NA	1.2648e+00	-3.3844e+00
AGBL1	ENSG00000273540	chr15	1.2648e+00	-3.3844e+00
AGBL2	79841	NA	1.0094e+00	1.5935e+00
AGBL2	ENSG00000165923	chr11	1.0094e+00	1.5935e+00
AGBL3	340351	NA	8.8023e-01	2.1800e+00
AGBL3	ENSG00000146856	chr7	8.8023e-01	2.1800e+00
AGBL4	84871	NA	1.0865e+00	8.8336e-01
AGBL4	ENSG00000186094	chr1	1.0865e+00	8.8336e-01
AGBL5	60509	NA	7.3191e-01	1.6412e+00
AGBL5	ENSG00000084693	chr2	7.3191e-01	1.6412e+00
AGER	177	NA	1.2047e+00	4.8806e-01
AGER	ENSG00000204305	chr6	1.2047e+00	4.8806e-01
AGFG1	3267	NA	2.7969e-01	2.2872e+00
AGFG1	ENSG00000173744	chr2	2.7969e-01	2.2872e+00
AGFG2	3268	NA	8.7157e-01	5.6979e-01
AGFG2	ENSG00000106351	chr7	8.7157e-01	5.6979e-01
AGGF1	55109	NA	8.0892e-01	5.0960e-01
AGGF1	ENSG00000164252	chr5	8.0892e-01	5.0960e-01
AGK	55750	NA	9.8697e-01	1.0542e+00
AGK	ENSG00000006530	chr7	9.8697e-01	1.0542e+00
AGL	178	NA	7.4385e-01	1.1823e-01
AGL	ENSG00000162688	chr1	7.4385e-01	1.1823e-01
AGMAT	79814	NA	1.6597e+00	-4.4042e-03
AGMAT	ENSG00000116771	chr1	1.6597e+00	-4.4042e-03
AGMO	392636	NA	1.5098e+00	-4.4183e+00
AGMO	ENSG00000187546	chr7	1.5098e+00	-4.4183e+00
AGO1	26523	NA	1.6680e-01	7.1524e+00
AGO1	ENSG00000092847	chr1	1.6680e-01	7.1524e+00
AGO2	27161	NA	1.0278e-01	7.9671e+00
AGO2	ENSG00000123908	chr8	1.0278e-01	7.9671e+00
AGO3	192669	NA	2.3043e-01	7.1629e+00
AGO3	ENSG00000126070	chr1	2.3043e-01	7.1629e+00
AGO4	192670	NA	4.2142e-01	4.8256e+00
AGO4	ENSG00000134698	chr1	4.2142e-01	4.8256e+00
AGPAT1	10554	NA	3.7955e-01	4.1862e+00
AGPAT1	ENSG00000204310	chr6	3.7955e-01	4.1862e+00
AGPAT2	10555	NA	1.0245e+00	-4.3022e-01
AGPAT2	ENSG00000169692	chr9	1.0245e+00	-4.3022e-01
AGPAT3	56894	NA	2.2233e-01	3.4195e+00
AGPAT3	ENSG00000160216	chr21	2.2233e-01	3.4195e+00
AGPAT4	56895	NA	4.8077e-01	3.2717e+00
AGPAT4	ENSG00000026652	chr6	4.8077e-01	3.2717e+00
AGPAT5	55326	NA	1.2893e+00	-4.4661e+00
AGPAT5	ENSG00000155189	chr8	1.2893e+00	-4.4661e+00
AGPS	8540	NA	3.9761e-01	4.1216e+00
AGPS	ENSG00000018510	chr2	3.9761e-01	4.1216e+00
AGR2	10551	NA	1.4361e+00	5.6876e-01
AGR2	ENSG00000106541	chr7	1.4361e+00	5.6876e-01
AGR3	155465	NA	1.9860e+00	-1.1379e+00
AGR3	ENSG00000173467	chr7	1.9860e+00	-1.1379e+00
AGRN	375790	NA	5.9023e-01	-4.4859e-01
AGRN	ENSG00000188157	chr1	5.9023e-01	-4.4859e-01
AGRP	181	NA	1.0626e+00	6.3715e-01
AGRP	ENSG00000159723	chr16	1.0626e+00	6.3715e-01
AGT	183	NA	1.2824e+00	-6.4914e-02
AGT	ENSG00000135744	chr1	1.2824e+00	-6.4914e-02
AGTPBP1	23287	NA	5.9350e-01	2.6243e+00
AGTPBP1	ENSG00000135049	chr9	5.9350e-01	2.6243e+00
AGTR1	185	NA	1.2499e+00	1.2095e+00
