Gene	Gene name	nTPM
ENSG00000124145	SDC4	4.4
ENSG00000124151	NCOA3	9.3
ENSG00000124155	PIGT	90.8
ENSG00000124157	SEMG2	0.0
ENSG00000124159	MATN4	0.0
ENSG00000124160	NCOA5	21.7
ENSG00000124164	VAPB	4.8
ENSG00000124171	PARD6B	2.2
ENSG00000124172	ATP5F1E	782.5
ENSG00000124177	CHD6	20.4
ENSG00000124181	PLCG1	6.4
ENSG00000124191	TOX2	6.6
ENSG00000124193	SRSF6	33.4
ENSG00000124194	GDAP1L1	0.0
ENSG00000124196	GTSF1L	4.0
ENSG00000124198	ARFGEF2	1.1
ENSG00000124201	ZNFX1	52.0
ENSG00000124203	ZNF831	2.2
ENSG00000124205	EDN3	0.3
ENSG00000124207	CSE1L	23.8
ENSG00000124208	PEDS1-UBE2V1	15.3
ENSG00000124209	RAB22A	2.2
ENSG00000124212	PTGIS	0.6
ENSG00000124214	STAU1	38.2
ENSG00000124215	CDH26	0.2
ENSG00000124216	SNAI1	1.2
ENSG00000124217	MOCS3	5.8
ENSG00000124222	STX16	18.0
ENSG00000124225	PMEPA1	23.9
ENSG00000124226	RNF114	113.3
ENSG00000124227	ANKRD60	1.1
ENSG00000124228	DDX27	51.1
ENSG00000124232	RBPJL	0.0
ENSG00000124233	SEMG1	26.9
ENSG00000124237	C20orf85	0.0
ENSG00000124243	BCAS4	109.4
ENSG00000124249	KCNK15	0.0
ENSG00000124251	TP53TG5	0.0
ENSG00000124253	PCK1	0.0
ENSG00000124256	ZBP1	38.3
ENSG00000124257	NEURL2	2.9
ENSG00000124260	MAGEA10	0.5
ENSG00000124275	MTRR	9.1
ENSG00000124279	FASTKD3	8.2
ENSG00000124299	PEPD	121.7
ENSG00000124302	CHST8	0.1
ENSG00000124313	IQSEC2	10.6
ENSG00000124333	VAMP7	87.3
ENSG00000124334	IL9R	3.5
ENSG00000124343	XG	0.3
ENSG00000124356	STAMBP	27.1
ENSG00000124357	NAGK	594.4
ENSG00000124370	MCEE	35.4
ENSG00000124374	PAIP2B	2.6
ENSG00000124380	SNRNP27	43.4
ENSG00000124383	MPHOSPH10	21.4
ENSG00000124391	IL17C	0.0
ENSG00000124406	ATP8A1	4.4
ENSG00000124422	USP22	10.7
ENSG00000124429	POF1B	2.9
ENSG00000124440	HIF3A	0.9
ENSG00000124444	ZNF576	28.4
ENSG00000124449	IRGC	0.0
ENSG00000124459	ZNF45	8.4
ENSG00000124466	LYPD3	5.5
ENSG00000124467	PSG8	0.0
ENSG00000124469	CEACAM8	2.7
ENSG00000124479	NDP	0.2
ENSG00000124486	USP9X	8.4
ENSG00000124490	CRISP2	0.0
ENSG00000124491	F13A1	364.4
ENSG00000124493	GRM4	0.0
ENSG00000124496	TRERF1	2.2
ENSG00000124507	PACSIN1	15.8
ENSG00000124508	BTN2A2	29.5
ENSG00000124523	SIRT5	17.4
ENSG00000124532	MRS2	24.8
ENSG00000124535	WRNIP1	9.3
ENSG00000124541	RRP36	6.0
ENSG00000124557	BTN1A1	2.2
ENSG00000124562	SNRPC	245.8
ENSG00000124564	SLC17A3	0.3
ENSG00000124568	SLC17A1	0.0
ENSG00000124570	SERPINB6	121.7
ENSG00000124571	XPO5	10.9
ENSG00000124574	ABCC10	5.1
ENSG00000124575	H1-3	46.9
ENSG00000124587	PEX6	2.5
ENSG00000124588	NQO2	241.4
ENSG00000124596	OARD1	49.4
ENSG00000124602	UNC5CL	0.4
ENSG00000124608	AARS2	2.9
ENSG00000124610	H1-1	1.7
ENSG00000124613	ZNF391	1.4
ENSG00000124614	RPS10	5399.5
ENSG00000124615	MOCS1	0.6
ENSG00000124635	H2BC11	16.3
ENSG00000124641	MED20	29.2
ENSG00000124657	OR2B6	0.1
ENSG00000124659	TBCC	174.8
ENSG00000124664	SPDEF	0.0
ENSG00000124678	TCP11	0.0
ENSG00000124688	MAD2L1BP	106.0
ENSG00000124701	APOBEC2	2.2
ENSG00000124702	KLHDC3	99.5
ENSG00000124713	GNMT	0.7
ENSG00000124721	DNAH8	2.5
ENSG00000124731	TREM1	616.7
ENSG00000124733	MEA1	229.9
ENSG00000124743	KLHL31	0.0
ENSG00000124749	COL21A1	0.0
ENSG00000124762	CDKN1A	74.9
ENSG00000124766	SOX4	45.8
ENSG00000124767	GLO1	60.5
ENSG00000124772	CPNE5	51.7
ENSG00000124780	KCNK17	63.9
ENSG00000124782	RREB1	6.6
ENSG00000124783	SSR1	214.7
ENSG00000124784	RIOK1	26.8
ENSG00000124785	NRN1	2.6
ENSG00000124786	SLC35B3	10.8
ENSG00000124787	RPP40	12.9
ENSG00000124788	ATXN1	1.3
ENSG00000124789	NUP153	3.8
ENSG00000124795	DEK	116.9
ENSG00000124802	EEF1E1	61.3
ENSG00000124812	CRISP1	0.0
ENSG00000124813	RUNX2	22.2
ENSG00000124818	OPN5	0.0
ENSG00000124827	GCM2	0.0
ENSG00000124831	LRRFIP1	329.4
ENSG00000124839	RAB17	0.0
ENSG00000124875	CXCL6	10.4
ENSG00000124882	EREG	0.5
ENSG00000124900	TRIM51	11.2
ENSG00000124920	MYRF	0.1
ENSG00000124935	SCGB1D2	0.0
ENSG00000124939	SCGB2A1	0.0
ENSG00000124942	AHNAK	75.9
ENSG00000125037	EMC3	115.0
ENSG00000125046	SSUH2	0.3
ENSG00000125084	WNT1	5.1
ENSG00000125089	SH3TC1	28.8
ENSG00000125107	CNOT1	22.6
ENSG00000125124	BBS2	19.0
ENSG00000125144	MT1G	0.7
ENSG00000125148	MT2A	274.8
ENSG00000125149	PHAF1	17.5
ENSG00000125166	GOT2	48.8
ENSG00000125170	DOK4	1.3
ENSG00000125207	PIWIL1	0.0
ENSG00000125245	GPR18	65.5
ENSG00000125246	CLYBL	23.9
ENSG00000125247	TMTC4	3.3
ENSG00000125249	RAP2A	2.0
ENSG00000125255	SLC10A2	0.0
ENSG00000125257	ABCC4	2.3
ENSG00000125266	EFNB2	0.0
ENSG00000125285	SOX21	0.0
ENSG00000125304	TM9SF2	252.1
ENSG00000125319	HROB	0.9
ENSG00000125337	KIF25	0.2
ENSG00000125347	IRF1	623.9
ENSG00000125351	UPF3B	13.3
ENSG00000125352	RNF113A	109.8
ENSG00000125354	SEPTIN6	112.7
ENSG00000125355	TMEM255A	2.8
ENSG00000125356	NDUFA1	1069.7
ENSG00000125363	AMELX	0.0
ENSG00000125375	DMAC2L	24.0
ENSG00000125378	BMP4	1.9
ENSG00000125384	PTGER2	129.6
ENSG00000125386	FAM193A	3.3
ENSG00000125388	GRK4	2.0
ENSG00000125398	SOX9	0.0
ENSG00000125409	TEKT3	1.7
ENSG00000125414	MYH2	0.0
ENSG00000125430	HS3ST3B1	35.1
ENSG00000125434	SLC25A35	8.8
ENSG00000125445	MRPS7	235.7
ENSG00000125447	GGA3	8.4
ENSG00000125449	ARMC7	31.9
ENSG00000125450	NUP85	24.9
ENSG00000125454	SLC25A19	36.5
ENSG00000125457	MIF4GD	226.9
ENSG00000125458	NT5C	184.1
ENSG00000125459	MSTO1	11.6
ENSG00000125482	TTF1	21.0
ENSG00000125484	GTF3C4	0.6
ENSG00000125485	DDX31	2.7
ENSG00000125492	BARHL1	0.0
ENSG00000125498	KIR2DL1	0.0
ENSG00000125503	PPP1R12C	2.6
ENSG00000125505	MBOAT7	265.9
ENSG00000125508	SRMS	0.0
ENSG00000125510	OPRL1	12.5
ENSG00000125520	SLC2A4RG	1.1
ENSG00000125522	NPBWR2	0.0
ENSG00000125531	FNDC11	3.3
ENSG00000125533	BHLHE23	0.0
ENSG00000125534	PPDPF	26.0
ENSG00000125538	IL1B	94.5
ENSG00000125551	PLGLB2	0.4
ENSG00000125571	IL37	0.5
ENSG00000125611	CHCHD5	96.0
ENSG00000125618	PAX8	1.6
ENSG00000125629	INSIG2	7.7
ENSG00000125630	POLR1B	21.6
ENSG00000125633	CCDC93	2.9
ENSG00000125637	PSD4	3.9
ENSG00000125648	SLC25A23	2.0
ENSG00000125650	PSPN	1.1
ENSG00000125651	GTF2F1	40.3
ENSG00000125652	ALKBH7	144.4
ENSG00000125656	CLPP	208.1
ENSG00000125657	TNFSF9	0.8
ENSG00000125675	GRIA3	0.0
ENSG00000125676	THOC2	13.3
ENSG00000125686	MED1	2.2
ENSG00000125691	RPL23	3247.4
ENSG00000125703	ATG4C	34.5
ENSG00000125726	CD70	44.3
ENSG00000125730	C3	14.5
ENSG00000125731	SH2D3A	7.7
ENSG00000125733	TRIP10	26.5
ENSG00000125734	GPR108	189.6
ENSG00000125735	TNFSF14	199.9
ENSG00000125740	FOSB	4.6
ENSG00000125741	OPA3	9.2
ENSG00000125743	SNRPD2	1780.4
ENSG00000125744	RTN2	6.2
ENSG00000125746	EML2	7.9
ENSG00000125753	VASP	88.1
ENSG00000125755	SYMPK	5.8
ENSG00000125772	GPCPD1	16.1
ENSG00000125775	SDCBP2	2.3
ENSG00000125779	PANK2	11.1
ENSG00000125780	TGM3	30.4
ENSG00000125787	GNRH2	0.0
ENSG00000125788	DEFB126	0.0
ENSG00000125798	FOXA2	0.0
ENSG00000125810	CD93	27.8
ENSG00000125812	GZF1	1.6
ENSG00000125813	PAX1	0.0
ENSG00000125814	NAPB	2.5
ENSG00000125815	CST8	0.0
ENSG00000125816	NKX2-4	0.0
ENSG00000125817	CENPB	1.9
ENSG00000125818	PSMF1	124.9
ENSG00000125820	NKX2-2	0.0
ENSG00000125821	DTD1	1.8
ENSG00000125823	CSTL1	0.0
ENSG00000125826	RBCK1	183.1
ENSG00000125827	TMX4	164.9
ENSG00000125831	CST11	0.0
ENSG00000125834	STK35	0.7
ENSG00000125835	SNRPB	265.6
ENSG00000125841	NRSN2	7.0
ENSG00000125843	AP5S1	11.9
ENSG00000125844	RRBP1	44.4
ENSG00000125845	BMP2	0.3
ENSG00000125846	ZNF133	8.2
ENSG00000125848	FLRT3	0.0
ENSG00000125850	OVOL2	0.0
ENSG00000125851	PCSK2	0.5
ENSG00000125861	GFRA4	0.0
ENSG00000125863	MKKS	19.6
ENSG00000125864	BFSP1	2.5
ENSG00000125868	DSTN	59.5
ENSG00000125869	LAMP5	141.6
ENSG00000125870	SNRPB2	52.1
ENSG00000125871	MGME1	57.6
ENSG00000125872	LRRN4	0.0
ENSG00000125875	TBC1D20	3.1
ENSG00000125877	ITPA	78.3
ENSG00000125878	TCF15	0.0
ENSG00000125879	OTOR	0.0
ENSG00000125885	MCM8	1.0
ENSG00000125888	BANF2	0.0
ENSG00000125895	TMEM74B	0.1
ENSG00000125898	FAM110A	546.1
ENSG00000125900	SIRPD	37.4
ENSG00000125901	MRPS26	114.9
ENSG00000125903	DEFB129	0.0
ENSG00000125910	S1PR4	121.2
ENSG00000125912	NCLN	18.8
ENSG00000125931	CITED1	0.2
ENSG00000125944	HNRNPR	58.6
ENSG00000125945	ZNF436	2.6
ENSG00000125952	MAX	670.0
ENSG00000125954	CHURC1-FNTB	3.7
ENSG00000125962	ARMCX5	9.7
ENSG00000125965	GDF5	0.0
ENSG00000125966	MMP24	0.3
ENSG00000125967	NECAB3	3.5
ENSG00000125968	ID1	1.1
ENSG00000125970	RALY	222.0
ENSG00000125971	DYNLRB1	254.8
ENSG00000125975	C20orf173	0.0
ENSG00000125977	EIF2S2	105.5
ENSG00000125991	ERGIC3	237.8
ENSG00000125995	ROMO1	1059.2
ENSG00000125998	FAM83C	0.0
ENSG00000125999	BPIFB1	0.0
ENSG00000126001	CEP250	16.0
ENSG00000126003	PLAGL2	34.9
ENSG00000126005	MMP24OS	7.5
ENSG00000126010	GRPR	0.3
ENSG00000126012	KDM5C	1.5
ENSG00000126016	AMOT	0.3
ENSG00000126062	TMEM115	52.6
ENSG00000126067	PSMB2	35.5
ENSG00000126070	AGO3	13.3
ENSG00000126088	UROD	149.9
ENSG00000126091	ST3GAL3	3.4
ENSG00000126106	TMEM53	99.6
ENSG00000126107	HECTD3	10.9
ENSG00000126214	KLC1	10.0
ENSG00000126215	XRCC3	1.3
ENSG00000126216	TUBGCP3	50.2
ENSG00000126217	MCF2L	0.4
ENSG00000126218	F10	0.0
ENSG00000126226	PCID2	81.7
ENSG00000126231	PROZ	0.6
ENSG00000126233	SLURP1	0.0
ENSG00000126243	LRFN3	0.5
ENSG00000126246	IGFLR1	901.7
ENSG00000126247	CAPNS1	84.0
ENSG00000126249	PDCD2L	23.7
ENSG00000126251	GPR42	0.4
ENSG00000126254	RBM42	124.8
ENSG00000126259	KIRREL2	0.1
ENSG00000126261	UBA2	11.5
ENSG00000126262	FFAR2	249.8
ENSG00000126264	HCST	1588.1
ENSG00000126266	FFAR1	1.0
ENSG00000126267	COX6B1	2063.6
ENSG00000126337	KRT36	0.4
ENSG00000126351	THRA	2.1
ENSG00000126353	CCR7	4611.8
ENSG00000126368	NR1D1	18.5
ENSG00000126391	FRMD8	23.1
ENSG00000126432	PRDX5	806.4
ENSG00000126453	BCL2L12	25.9
ENSG00000126456	IRF3	81.3
ENSG00000126457	PRMT1	199.7
ENSG00000126458	RRAS	25.1
ENSG00000126460	PRRG2	1.2
ENSG00000126461	SCAF1	3.6
ENSG00000126464	PRR12	0.1
ENSG00000126467	TSKS	1.0
ENSG00000126500	FLRT1	0.0
ENSG00000126522	ASL	74.1
ENSG00000126524	SBDS	75.1
ENSG00000126545	CSN1S1	0.8
ENSG00000126549	STATH	0.0
ENSG00000126550	HTN1	0.0
ENSG00000126561	STAT5A	25.1
ENSG00000126562	WNK4	0.0
ENSG00000126581	BECN1	192.1
ENSG00000126583	PRKCG	0.0
ENSG00000126602	TRAP1	55.0
ENSG00000126603	GLIS2	0.0
ENSG00000126653	NSRP1	67.4
ENSG00000126698	DNAJC8	91.7
ENSG00000126705	AHDC1	0.2
ENSG00000126709	IFI6	509.3
ENSG00000126733	DACH2	0.0
ENSG00000126746	ZNF384	16.6
ENSG00000126749	EMG1	88.3
ENSG00000126752	SSX1	0.1
ENSG00000126756	UXT	304.3
ENSG00000126759	CFP	1275.0
ENSG00000126767	ELK1	9.8
ENSG00000126768	TIMM17B	206.2
ENSG00000126773	PCNX4	8.4
ENSG00000126775	ATG14	5.9
ENSG00000126777	KTN1	186.4
ENSG00000126778	SIX1	0.0
ENSG00000126785	RHOJ	0.2
ENSG00000126787	DLGAP5	5.4
ENSG00000126790	L3HYPDH	5.7
ENSG00000126803	HSPA2	1.2
ENSG00000126804	ZBTB1	42.0
ENSG00000126814	TRMT5	5.9
ENSG00000126821	SGPP1	6.9
ENSG00000126822	PLEKHG3	23.5
ENSG00000126838	PZP	1.1
ENSG00000126856	PRDM7	0.0
ENSG00000126858	RHOT1	5.8
ENSG00000126860	EVI2A	177.6
ENSG00000126861	OMG	0.0
ENSG00000126870	DYNC2I1	50.1
ENSG00000126878	AIF1L	0.4
ENSG00000126882	FAM78A	17.9
ENSG00000126883	NUP214	1254.6
ENSG00000126890	CTAG2	0.0
ENSG00000126895	AVPR2	3.5
ENSG00000126903	SLC10A3	218.9
ENSG00000126934	MAP2K2	38.0
ENSG00000126945	HNRNPH2	248.4
ENSG00000126947	ARMCX1	7.7
ENSG00000126950	TMEM35A	0.0
ENSG00000126953	TIMM8A	12.1
ENSG00000126970	ZC4H2	2.8
ENSG00000127022	CANX	74.0
ENSG00000127054	INTS11	101.1
ENSG00000127074	RGS13	6.9
ENSG00000127080	IPPK	4.6
ENSG00000127081	ZNF484	3.4
ENSG00000127083	OMD	0.6
ENSG00000127084	FGD3	178.7
ENSG00000127124	HIVEP3	1.1
ENSG00000127125	PPCS	326.6
ENSG00000127129	EDN2	0.0
ENSG00000127152	BCL11B	4.6
ENSG00000127184	COX7C	1000.7
ENSG00000127191	TRAF2	24.0
ENSG00000127220	ABHD8	3.0
ENSG00000127241	MASP1	0.0
ENSG00000127249	ATP13A4	0.6
ENSG00000127252	PLAAT1	2.4
ENSG00000127311	HELB	5.8
ENSG00000127314	RAP1B	822.0
ENSG00000127318	IL22	0.0
ENSG00000127324	TSPAN8	0.0
ENSG00000127325	BEST3	0.1
ENSG00000127328	RAB3IP	12.7
ENSG00000127329	PTPRB	0.8
ENSG00000127334	DYRK2	4.7
ENSG00000127337	YEATS4	34.7
ENSG00000127362	TAS2R3	0.1
ENSG00000127364	TAS2R4	0.3
ENSG00000127366	TAS2R5	0.2
ENSG00000127377	CRYGN	1.1
ENSG00000127399	LRRC61	17.9
ENSG00000127412	TRPV5	0.0
ENSG00000127415	IDUA	1.8
ENSG00000127418	FGFRL1	1.2
ENSG00000127419	TMEM175	47.2
ENSG00000127423	AUNIP	1.5
ENSG00000127445	PIN1	398.7
ENSG00000127452	FBXL12	36.6
ENSG00000127463	EMC1	24.8
ENSG00000127472	PLA2G5	0.0
ENSG00000127481	UBR4	39.8
ENSG00000127483	HP1BP3	203.6
ENSG00000127507	ADGRE2	90.2
ENSG00000127511	SIN3B	4.2
ENSG00000127515	OR7A10	0.0
ENSG00000127526	SLC35E1	3.2
ENSG00000127527	EPS15L1	56.5
ENSG00000127528	KLF2	80.1
ENSG00000127529	OR7C2	0.0
ENSG00000127530	OR7C1	3.2
ENSG00000127533	F2RL3	2.9
ENSG00000127540	UQCR11	873.5
ENSG00000127554	GFER	20.7
ENSG00000127561	SYNGR3	1.8
ENSG00000127564	PKMYT1	1.3
ENSG00000127578	WFIKKN1	0.0
ENSG00000127580	WDR24	7.8
ENSG00000127585	FBXL16	0.7
ENSG00000127586	CHTF18	2.5
ENSG00000127588	GNG13	0.0
ENSG00000127603	MACF1	7.6
ENSG00000127616	SMARCA4	10.7
ENSG00000127663	KDM4B	5.1
ENSG00000127666	TICAM1	7.1
ENSG00000127720	METTL25	19.0
ENSG00000127743	IL17B	1.2
ENSG00000127774	EMC6	114.7
ENSG00000127780	OR1E2	0.0
ENSG00000127804	METTL16	4.9
ENSG00000127824	TUBA4A	333.5
ENSG00000127831	VIL1	4.0
ENSG00000127837	AAMP	211.6
ENSG00000127838	PNKD	223.5
ENSG00000127863	TNFRSF19	1.3
ENSG00000127870	RNF6	46.8
ENSG00000127884	ECHS1	242.8
ENSG00000127903	ZNF835	2.2
ENSG00000127914	AKAP9	3.2
ENSG00000127920	GNG11	50.1
ENSG00000127922	SEM1	735.9
ENSG00000127928	GNGT1	0.3
ENSG00000127946	HIP1	9.6
ENSG00000127947	PTPN12	13.3
ENSG00000127948	POR	67.2
ENSG00000127951	FGL2	381.5
ENSG00000127952	STYXL1	70.9
ENSG00000127954	STEAP4	161.9
ENSG00000127955	GNAI1	12.8
ENSG00000127980	PEX1	4.7
ENSG00000127989	MTERF1	46.3
ENSG00000127990	SGCE	6.7
ENSG00000127993	RBM48	67.9
ENSG00000127995	CASD1	1.6
ENSG00000128000	ZNF780B	2.5
ENSG00000128011	LRFN1	0.9
ENSG00000128016	ZFP36	314.8
ENSG00000128039	SRD5A3	61.9
ENSG00000128040	SPINK2	143.9
ENSG00000128045	RASL11B	0.5
ENSG00000128050	PAICS	17.9
ENSG00000128052	KDR	0.0
ENSG00000128059	PPAT	10.3
ENSG00000128159	TUBGCP6	2.4
ENSG00000128165	ADM2	0.2
ENSG00000128185	DGCR6L	145.8
ENSG00000128191	DGCR8	4.3
ENSG00000128203	ASPHD2	5.3
ENSG00000128218	VPREB3	807.5
ENSG00000128228	SDF2L1	219.0
ENSG00000128242	GAL3ST1	0.6
ENSG00000128245	YWHAH	25.5
ENSG00000128250	RFPL1	0.5
ENSG00000128253	RFPL2	0.2
ENSG00000128266	GNAZ	2.0
ENSG00000128268	MGAT3	1.4
ENSG00000128271	ADORA2A	54.2
ENSG00000128272	ATF4	46.7
ENSG00000128274	A4GALT	0.9
ENSG00000128276	RFPL3	0.0
ENSG00000128283	CDC42EP1	7.3
ENSG00000128284	APOL3	55.7
ENSG00000128285	MCHR1	0.0
ENSG00000128294	TPST2	490.6
ENSG00000128298	BAIAP2L2	0.0
ENSG00000128309	MPST	104.1
ENSG00000128310	GALR3	0.0
ENSG00000128311	TST	25.0
ENSG00000128313	APOL5	0.0
ENSG00000128322	IGLL1	14.9
ENSG00000128335	APOL2	116.2
ENSG00000128340	RAC2	1595.5
ENSG00000128342	LIF	0.1
ENSG00000128346	C22orf23	0.1
ENSG00000128383	APOBEC3A	1008.2
ENSG00000128394	APOBEC3F	34.3
ENSG00000128408	RIBC2	0.3
ENSG00000128422	KRT17	0.0
ENSG00000128463	EMC4	277.6
ENSG00000128482	RNF112	0.0
ENSG00000128487	SPECC1	41.1
ENSG00000128510	CPA4	0.2
ENSG00000128512	DOCK4	0.8
ENSG00000128513	POT1	4.3
ENSG00000128519	TAS2R16	0.0
ENSG00000128524	ATP6V1F	887.0
ENSG00000128534	LSM8	93.7
ENSG00000128536	CDHR3	2.9
ENSG00000128563	PRKRIP1	20.8
ENSG00000128564	VGF	0.0
ENSG00000128567	PODXL	0.3
ENSG00000128573	FOXP2	2.8
ENSG00000128578	STRIP2	0.4
ENSG00000128581	IFT22	7.5
ENSG00000128585	MKLN1	9.5
ENSG00000128590	DNAJB9	78.2
ENSG00000128591	FLNC	0.0
ENSG00000128594	LRRC4	13.1
ENSG00000128595	CALU	46.8
ENSG00000128596	CCDC136	0.6
ENSG00000128602	SMO	0.0
ENSG00000128604	IRF5	50.6
ENSG00000128606	LRRC17	9.9
ENSG00000128607	KLHDC10	1.1
ENSG00000128609	NDUFA5	60.3
ENSG00000128610	FEZF1	0.0
ENSG00000128617	OPN1SW	0.0
ENSG00000128626	MRPS12	111.0
ENSG00000128641	MYO1B	0.5
ENSG00000128645	HOXD1	0.0
ENSG00000128652	HOXD3	0.0
ENSG00000128654	MTX2	19.8
ENSG00000128655	PDE11A	0.2
ENSG00000128656	CHN1	8.5
ENSG00000128683	GAD1	0.0
ENSG00000128694	OSGEPL1	11.3
ENSG00000128699	ORMDL1	49.5
ENSG00000128708	HAT1	59.6
ENSG00000128709	HOXD9	0.0
ENSG00000128710	HOXD10	0.0
ENSG00000128713	HOXD11	0.0
ENSG00000128714	HOXD13	0.0
ENSG00000128731	HERC2	0.7
ENSG00000128739	SNRPN	581.6
ENSG00000128789	PSMG2	97.6
ENSG00000128791	TWSG1	8.3
ENSG00000128805	ARHGAP22	1.1
ENSG00000128815	WDFY4	32.1
ENSG00000128829	EIF2AK4	66.6
ENSG00000128833	MYO5C	0.7
ENSG00000128849	CGNL1	0.0
ENSG00000128872	TMOD2	13.1
ENSG00000128881	TTBK2	0.5
ENSG00000128886	ELL3	17.0
ENSG00000128891	CCDC32	167.5
ENSG00000128908	INO80	0.9
ENSG00000128915	ICE2	10.6
ENSG00000128917	DLL4	0.0
ENSG00000128918	ALDH1A2	32.8
ENSG00000128923	MINDY2	2.9
ENSG00000128928	IVD	89.5
ENSG00000128944	KNSTRN	48.1
ENSG00000128951	DUT	97.8
ENSG00000128965	CHAC1	0.2
ENSG00000128973	CLN6	16.2
ENSG00000128989	ARPP19	88.5
ENSG00000129003	VPS13C	5.9
ENSG00000129007	CALML4	66.4
ENSG00000129009	ISLR	0.0
ENSG00000129028	THAP10	4.2
ENSG00000129038	LOXL1	3.4
ENSG00000129048	ACKR4	0.2
ENSG00000129055	ANAPC13	228.6
ENSG00000129071	MBD4	116.9
ENSG00000129083	COPB1	55.8
ENSG00000129084	PSMA1	243.6
ENSG00000129103	SUMF2	132.8
ENSG00000129116	PALLD	13.9
ENSG00000129128	SPCS3	42.9
ENSG00000129151	BBOX1	0.0
ENSG00000129152	MYOD1	0.0
ENSG00000129158	SERGEF	41.5
ENSG00000129159	KCNC1	3.3
ENSG00000129167	TPH1	0.3
ENSG00000129170	CSRP3	0.0
ENSG00000129173	E2F8	0.5
ENSG00000129187	DCTD	77.0
ENSG00000129194	SOX15	10.6
ENSG00000129195	PIMREG	1.0
ENSG00000129197	RPAIN	75.6
ENSG00000129204	USP6	0.1
ENSG00000129214	SHBG	0.1
ENSG00000129219	PLD2	5.5
ENSG00000129221	AIPL1	0.2
ENSG00000129226	CD68	3764.8
ENSG00000129235	TXNDC17	182.2
ENSG00000129244	ATP1B2	0.3
ENSG00000129245	FXR2	2.6
ENSG00000129250	KIF1C	1.1
ENSG00000129255	MPDU1	73.2
ENSG00000129292	PHF20L1	12.7
ENSG00000129295	DNAAF11	2.5
ENSG00000129315	CCNT1	13.7
ENSG00000129317	PUS7L	6.3
ENSG00000129347	KRI1	16.0
ENSG00000129351	ILF3	24.0
ENSG00000129353	SLC44A2	485.2
ENSG00000129354	AP1M2	7.7
ENSG00000129355	CDKN2D	143.9
ENSG00000129422	MTUS1	1.8
ENSG00000129437	KLK14	0.0
ENSG00000129450	SIGLEC9	212.9
ENSG00000129451	KLK10	0.2
ENSG00000129455	KLK8	0.0
ENSG00000129460	NGDN	126.3
ENSG00000129465	RIPK3	6.1
ENSG00000129467	ADCY4	2.9
ENSG00000129472	RAB2B	12.1
ENSG00000129473	BCL2L2	0.4
ENSG00000129474	AJUBA	0.6
ENSG00000129480	DTD2	4.5
ENSG00000129484	PARP2	11.7
ENSG00000129493	HEATR5A	121.1
ENSG00000129514	FOXA1	0.0
ENSG00000129515	SNX6	127.2
ENSG00000129518	EAPP	134.7
ENSG00000129521	EGLN3	25.5
ENSG00000129534	MIS18BP1	65.3
ENSG00000129535	NRL	1.3
ENSG00000129538	RNASE1	20.3
ENSG00000129559	NEDD8	527.3
ENSG00000129562	DAD1	942.7
ENSG00000129566	TEP1	5.4
ENSG00000129595	EPB41L4A	2.0
ENSG00000129596	CDO1	1.5
ENSG00000129625	REEP5	318.3
ENSG00000129636	ITFG1	34.1
ENSG00000129646	QRICH2	0.0
ENSG00000129654	FOXJ1	0.4
ENSG00000129657	SEC14L1	356.6
ENSG00000129667	RHBDF2	13.5
ENSG00000129673	AANAT	0.7
ENSG00000129675	ARHGEF6	71.3
ENSG00000129680	MAP7D3	8.0
ENSG00000129682	FGF13	3.4
ENSG00000129691	ASH2L	57.0
ENSG00000129696	TTI2	35.9
ENSG00000129744	ART1	0.0
ENSG00000129749	CHRNA10	0.3
ENSG00000129757	CDKN1C	288.3
ENSG00000129810	SGO1	10.2
ENSG00000129824	RPS4Y1	252.1
ENSG00000129862	VCY1B	0.0
ENSG00000129864	VCY	0.0
ENSG00000129873	CDY2B	0.0
ENSG00000129910	CDH15	0.0
ENSG00000129911	KLF16	5.2
ENSG00000129925	PGAP6	36.1
ENSG00000129932	DOHH	16.6
ENSG00000129933	MAU2	11.1
ENSG00000129946	SHC2	0.0
ENSG00000129951	PLPPR3	0.1
ENSG00000129965	INS-IGF2	0.0
ENSG00000129968	ABHD17A	5.2
ENSG00000129988	LBP	0.0
ENSG00000129990	SYT5	1.3
ENSG00000129991	TNNI3	0.1
ENSG00000129993	CBFA2T3	10.6
ENSG00000130005	GAMT	47.4
ENSG00000130021	PUDP	19.4
ENSG00000130023	ERMARD	9.8
ENSG00000130024	PHF10	2.6
ENSG00000130032	PRRG3	1.2
ENSG00000130035	GALNT8	0.3
ENSG00000130037	KCNA5	12.2
ENSG00000130038	CRACR2A	16.9
ENSG00000130045	NXNL2	2.0
ENSG00000130052	STARD8	4.8
ENSG00000130054	NALF2	0.0
ENSG00000130055	GDPD2	0.1
ENSG00000130066	SAT1	2462.2
ENSG00000130119	GNL3L	23.7
ENSG00000130147	SH3BP4	3.1
ENSG00000130150	MOSPD2	53.6
ENSG00000130158	DOCK6	0.1
ENSG00000130159	ECSIT	41.1
ENSG00000130164	LDLR	46.2
ENSG00000130165	ELOF1	197.9
ENSG00000130167	TSPAN16	37.6
ENSG00000130173	ANGPTL8	0.0
ENSG00000130175	PRKCSH	75.9
ENSG00000130176	CNN1	1.4
ENSG00000130177	CDC16	11.2
ENSG00000130182	ZSCAN10	0.5
ENSG00000130193	THEM6	16.6
ENSG00000130202	NECTIN2	10.4
ENSG00000130203	APOE	0.0
